##;;;;;;;;;;;X
##### Open this document in Excel, version 5 or later.;;;;;;;;;;;X
##### To convert the semicolon-separated list to a normal Excel table, first click on the 'A' above to select the entire 'A' column.;;;;;;;;;;;X
##### Select 'Data' -> 'Text to Columns' -> 'Delimited' -> 'Next';;;;;;;;;;;X
##### Check 'Semicolon' (ONLY!) -> 'Finish';;;;;;;;;;;X
##### Select column 'A' through 'K' (click + drag on letters above columns);;;;;;;;;;;X
##### Right-click anywhere on the sheet (inside the selection) and select 'Column width' and set it so that only THREE columns are visible ('45' with 1024 x 768 screen resolution);;;;;;;;;;;X
##### Right-click anywhere on the sheet again (still inside the selection) and select 'Format Cells' -> 'Alignment' -> check 'Wrap Text' + select 'Vertical: Top' -> 'OK';;;;;;;;;;;X
##### Place the cursor in cell C1 and select 'Window' -> 'Freeze Panes' (allows you to scroll horizontally to see any language in the rightmost coulmn while still having the string names/comments and the english original text in the left and middle column;;;;;;;;;;;X
##### CAREFULLY read the instructions in cells B18 ? B36;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTES TO TRANSLATORS:;;;;;;;;;;X
##;=====================;;;;;;;;;;X
##;;;;;;;;;;;X
##;1) '%s' is for indicating where another string is inserted, and MAY NEVER BE REMOVED! If there are more than one '%s' in a string, they may NOT CHANGE PLACES.;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;3) '%t' is for indicating where the player's 'title' is inserted, however only in game message boxes.';;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;5) A dollar sign, '$' will always automatically be replaced by the 'ducats' icon.;;;;;;;;;;X
##;6) Any row with a '#' in the first column (column 'A') will be ignored. However, you cannot use any paragraph characters in these rows!!!;;;;;;;;;;X
##;7) To insert a carriage return, insert a '\n' (backslash + n);;;;;;;;;;X
##;8) No formatting can be done in this file. To change the color of a text, insert the following codes in front of the word:;;;;;;;;;;X
##;TEXT COLORS:;;;;;;;;;;X
##;§A = 0,64,0;;;;;;;;;;X
##;§B = 0,0,192;;;;;;;;;;X
##;§C = 128,0,0;;;;;;;;;;X
##;§D = 255,255,0;;;;;;;;;;X
##;§E = 255,0,255;;;;;;;;;;X
##;§F = 255,128,0;;;;;;;;;;X
##;§G = 0,100,0;;;;;;;;;;X
##;§H = 128,128, 128;;;;;;;;;;X
##;§I = 0,0,255;;;;;;;;;;X
##;§J = 0,192,0;;;;;;;;;;X
##;§M = 100,255,100;;;;;;;;;;X
##;§N = 255,100,100;;;;;;;;;;X
##;§R = 240,0,0;;;;;;;;;;X
##;§W = 255,255,255;white;;;;;;;;;X
##;§Y = 208,232,248;orange;;;;;;;;;X
##;§Z = 0,0,0;;;;;;;;;;X
##;§§ - restores old color;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;10) ALL CELLS in column 'L' in this document MUST contain a character!;;;;;;;;;;X
##;11) The LAST CELL in the 'A' column MUST contain the string '#EOF';;;;;;;;;;X
##;12) If you want to begin a string with a ' (citation mark), you will need to type it twice (Excel will read the first one as a commentary which is not  exported into the actual text database file);;;;;;;;;;X
##;;;;;;;;;;;X
##;WHEN DONE: save as 'Semicolon Separated (.csv)' format, and make sure the file is called 'Text.csv'.;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTE: If Excel complains about an 'Error in formula' when the cell content begins with a '+' or '-' sign, type a ' (citation mark) in front of the plus or minus.;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
#  ========================;==========;==========;==========;========;==========;==========;==========;==========;;==========;X
#LANGUAGE;English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
##;;;;;;;;;;;X
RT_USER_1;User tech component 1;Composant tech perso 1;Componente tecnologico 1;Tecnologнa personalizada 1;Bestandteil der Benutzertechnologie 1;Komponent technologiczny 1;;Компонент технологии 1;;;X
9000027desc;We can enforce censorship in the press to hold back information from our citizens that may harm our government. Thanks to this we can exert control over the population and prevent free expression that might foment rebellion.;Nous pouvons imposer la censure de la presse pour йtouffer des informations qui pourraient menacer notre gouvernement. Nous pouvons grвce a cela exercer un contrфle sur la population et faire obstacle а la libertй d'expression qui pourrait conduire а une rйbellion.;Siamo in grado di imporre la censura sulla stampa, per trattenere le informazioni che possono danneggiare il nostro governo lontane dai nostri cittadini. Grazie a questo siamo in grado di esercitare il controllo sulla popolazione e impedire la libera espressione che potrebbe fomentare la ribellione.;Podemos reforzar la censura de prensa para evitar la filtraciуn de informaciones que pueden daсar el esfuerzo de Guerra o la estabilidad del gobierno. Gracias a esto nos ahorraremos posibles brotes de rebeliуn pagando con un poco de libre expresiуn.;Wir kцnnen die Pressefreiheit beschneiden, um unseren Bьrgern Zugang zu der Art Informationen zu verweigern, die unserer Regierung schaden wьrden. Auf diese Weise kцnnen wir die KOntrolle ьber unsere eigene Bevцlkerung vergrцssern und so Aufstдnden vorbeugen.;Moїemy wprowadziж cenzurк prasy, aby uchroniж nasz№ ludnoњж przed informacjami, ktуre mog№ zaszkodziж wizerunkowi naszego rz№du. Dziкki temu bкdziemy mogli kontrolowaж nastroje spoіeczne i przeciwdziaіaж szerzeniu fermentu i rebelii.;;Мы можем ввести цензуру прессы для контроля печатающейся информации, которая может повредить нашему правительству. Благодаря этому мы будем способны влиять на население и предотвращать брожение умов, которое может привести к волнениям.;;;X
9000027name;Press Censorship;Censure de la presse;Censura della stampa;Censura de Prensa;Zensur;Cenzura;;Цензура прессы;;;X
9000027text;Newspapers are anti-patriotic;C'est de la propagande anti-patriotique;I giornali sono anti-patriottici;Los Periodicos son un nido de Traidores!!!;Zeitungen sind unpatriotisch;Prasa jest przeciwko nam;;Газеты непатриотичны;;;X
9000028desc;The aim of war propaganda is to influence the attitude of our population toward the war. This should make them stand united to support our government and endure the hardness of war.;Le but de la propagande et d'influencer l'attitude de notre population vis а vis de la guerre. Cela devrait les unir pour soutenir notre gouvernement et endurer la duretй de la guerre.;L'obiettivo della propaganda di guerra и quello di influenzare l'atteggiamento della popolazione verso la guerra. Questo dovrebbe farli stare uniti per sostenere il nostro governo e sopportare la durezza della guerra.;El fin de la propaganda de Guerra es influir positivamente en la actitud de los ciudadanos ante la Guerra, esto los mantendrб unidos para apoyar las decisiones del gobierno y para resistir los embates de una dura guerra..;Das Ziel der Kriegspropaganda ist, die Akzeptanz des Krieges in der eigenen Bevцlkerung zu erhцhen. Eine erfolgreiche Propaganda erhцht das Gemeinschaftsgefьhl der Bevцlkerung und seine Bereitschaft, kriegsbedingte Hдrten zu akzeptieren.;Celem propagandy wojennej jest uksztaіtowanie stosunku ludnoњci do prowadzonej przez nas wojny. Odpowiednio prowadzona powinna sprawiж, їe narуd stanie za nami murem i przetrwa trudnoњci czasu wojny.;;Цель военной пропаганды заключается в увеличении воинственного духа нашего населения. Это позволит объединить всех вокруг нашего правительства и вытерпеть лишения войны.;;;X
9000028name;War Propaganda;Propagande de guerre;Propaganda bellica;Propaganda de Guerra;Kriegspropaganda;Propaganda wojenna;;Военная пропаганда;;;X
9000028text;United we will win;Unis nous vaincrons;Uniti vinceremo;Acompaсar la propaganda con marchas patrioticas.;Vereint werden wir siegen;W jednoњci zwyciкїymy;;Вместе мы победим;;;X
9000029desc;Instead of acquiring the materials that we need for our industry from other countries, we can choose to produce them on our own. The Ersatz Conversion is a costly process to produce materials that we need when we are facing a shortage of them.;Au lieu d'acheter les matйriaux dont nous avons besoin pour nos industries sur le marchй йtranger nous pouvons choisir de les produire de nous mкme. La conversion d'ersatz est une procйdure couteuse pour produire les matйriaux dont nous avons besoin et pour lesquels nous faisons face а une pйnurie.;Invece di acquisire il materiale di cui abbiamo bisogno per il nostro settore in altri Paesi, possiamo scegliere di produrli da soli. La conversione Ersatz и un processo costoso per produrre materiali di cui abbiamo bisogno quando ci troviamo di fronte a una carenza di essi.;En vez de importar grandes cantidades de materiales desde el extranjero, podemos producirlos por nuestra cuenta con un proceso de sustituciуn (Ersatz). Las conversiones Ersatz son costosas pero permiten producir materiales industriales, de los que estamos muy escasos. Pero tambiйn los nuevos cafйs hechos de granos de frijol o los tйs de hierba gatera, saben horrible…;Anstatt industrie- und kriegswichtige Materialien aus anderen Staaten einzufьhren, kцnnen wir uns entscheiden, diese selbst herzustellen. Zwar ist die Entwicklung und Herstellung von Ersatzstoffen zeit- und kostspielig, in manchen Fдllen aber unumgдnglich.;Zamiast pozyskiwaж materiaіy dla naszego przemysіu z zagranicy, moїemy przestawiж siк na wykorzystanie dostкpnych u nas substytutуw. W ostatecznym rozrachunku jest to jednak drogi i problematyczny proces, niezbкdny dopiero w obliczu widma niedoborуw surowcуw.;;Вместо приобретения у других стран материалов, которые необходимы нашей промышленности, мы можем выбрать вариант производства их собственными силами. Производство заменителей это дорогостящий процесс производства материалов которые нам необходимы когда мы испытываем дефицит.;;;X
9000029name;Ersatz Conversion;Conversion d'ersatz;Conversione Ersatz;Conversion de Materiales Ersatz;Ersatzstoffe;Ersatze;;Производство заменителей;;;X
9000029text;We are a self-sufficient nation!;Nous sommes auto-suffisants !;Siamo una nazione autosufficiente!;Somos una naciуn autosuficiente!!! pero sin un cafй decente...;Wir versorgen uns selbst;Jesteњmy samowystarczalni!;;Мы самодостаточная нация!;;;X
9000030a;Limited investment;Plan d'investissement modeste;Investimenti limitati;Pequeсa Inversiуn;Begrenzte Investitionen;Limitowane inwestycje;;Ограниченные инвестиции;;;X
9000030b;Substantial investment;Plan d'investissement considйrable;Investimenti sostanziosi;Inversion importante;Substantielle Investitionen;Znaczne inwestycje;;Значительные инвестиции;;;X
9000030c;Comprehensive investment;Grand plan d'investissement;Grandi investimenti;Gastar lo que sea necesario;GroЯe Investitionen;Wielkie inwestycje;;Большие инвестиции;;;X
9000030desc;By investing in infrastructures, we're going to extend our road and railroad networks. This is will not only help and plese the population, but it will also increase our capacity of transferring men and supplies for the Army in case of war.;Nous allons йtendre nos rйseaux de routes et de chemin de fer en investissant dans l'infrastructure. Cela ne va pas seulement aider et satisfaire la population, mais aussi augmenter notre capacitй а transfйrer hommes et ravitaillement pour l'armйe en cas de guerre.;Investendo nelle infrastrutture, andiamo ad estendere la nostra rete stradale e ferroviaria. Questo non solo aiutare la popolazione, ma anche per aumentare la nostra capacitа di trasferire uomini e rifornimenti per l'esercito in caso di guerra.;Al Invertir en nuestra infraestructura, extenderemos y modernizaremos nuestra red de autopistas y ferrocarriles, esto no solo entusiasmara a nuestros ciudadanos, tambiйn mejorara nuestra capacidad de transporte de hombres y materiales en casos de emergencia, como en una Guerra.;Durch Investitionen in die Infrastruktur erweitern wir unser Strassen- und Schiennetz. Das wird nicht nur der Bevцlkerung helfen und gefallen, es vergrцssert auch unsere Transportkapazitдten fьr mitlitдrische Gьter und unsere Truppen im Falle eines Krieges.;Poprzez inwestycje w infrastrukturк, jesteњmy w stanie rozszerzyж sieж naszych drуg i kolei. Nie tylko zadowoli to ludnoњж, ale zwiкkszy nasze moїliwoњci w zakresie przesyіu wojsk i zasobуw w razie wojny.;;Инвестируя в инфраструктуру мы расширяем нашу дорожную и железнодорожные сети. Это не только поможет и порадует наше население , но и увеличить наши способности в перевозке войск и припасов для нашей армии в случае войны.;;;X
9000030name;Invest in National Infrastructures;Investir dans les infrastructures nationales;Investire in infrastrutture nazionali;Invertir en la Infraestructura Nacional;Investitionen in die Infrastruktur;Inwestycja w infrastrukturк;;Инвестиции в Национальную Инфраструктуру;;;X
9000031a;Limited investment;Plan d'investissement modeste;Investimenti limitati;Apoyo Limitado;Begrenzte Inverstitionen;Limitowane inwestycje;;Ограниченные инвестиции;;;X
9000031b;Substantial investment;Plan d'investissement considйrable;Investimenti sostanziosi;Inversion importante;Substantielle Investitionen;Znaczne inwestycje;;Значительные инвестиции;;;X
9000031c;Comprehensive investment;Grand plan d'investissement;Grandi investimenti;Gastar lo que sea necesario;GroЯe Investitionen;Wielkie inwestycje;;Большие инвестиции;;;X
9000031desc;By investing in our universities and research centers, we will provide our scientists with funds and state-of-the-art tools. This should help their work and increase their ability to discover new technologies.;En investissant dans nos universitйs et centres de recherchй, nous allons йquiper nos scientifiques avec un budget et des outils de pointe. Cela devrait aider leur travail et augmenter leur capacitй а dйcouvrir de nouvelles technologies.;Investendo nelle nostre universitа e centri di ricerca, offriamo ai nostri scienziati i fondi e strumenti di ultima generazione. Questo dovrebbe aiutare il loro lavoro e aumentare la loro capacitа di scoprire nuove tecnologie.;Al invertir en nuestras universidades y centros de investigaciуn, estaremos patrocinando a nuestros cientнficos e intelectuales, esto supondrнa un aumento en su habilidad y en su capacidad de descubrir nuevas tecnologнas, para gloria de la naciуn.;Durch Investitionen in unsere Universitдten und Forschungszentren kцnnen wir unseren Wissenschaftlern ein zeitgemдss ausgestattetes Arbeitsumfeld zur Verfьgung stellen. Wir versprechen uns davon eine erhцhte Leistungsfдhigkeit.;Poprzez inwestycje w naukк i centra badawcze, dostarczymy naszym naukowcom funduszy i specjalistycznego sprzкtu. Powinno to wspomуc ich w pracy i zwiкkszyж nasze moїliwoњci wynalazcze.;;Инвестируя в наши университеты и исследовательские центры мы обеспечиваем наших ученых средствами и самым современным оборудованием. Это должно помочь в их исследованиях и увеличить их возможности открытия новых технологий.;;;X
9000031name;Invest in National Research;Investir dans la recherche nationale;Investire nella ricerca nazionale;Invertir en nuestros Centros Tecnologicos;Investitionen in Wissenschaft und Technik;Inwestycja w badania i rozwуj;;Инвестиции в Национальные Исследования;;;X
9000032desc;By forcing the disloyal and unreliable officers in our army to resign, we can be sure that only the better and most trustworthy officers can lead our soldiers. This will surely raise their morale, even if we might face some resistance from the public opinion.;En forзant les officiers dйloyaux et peu sыr a dйmissionner, nous pouvons кtre certain que seuls les meilleurs et les plus digne de confiance commanderont nos soldats. Cela va surement augmenter leur moral mкme si nous risquons de faire face a de la rйsistance de la part de l'opinion publique.;Costringendo gli ufficiali sleale e inaffidabili del nostro esercito a dimettersi, possiamo essere certi che solo gli ufficiali migliori e piщ affidabili possano guidare i nostri soldati. Questo sicuramente alzerа il morale, anche se si potrebbe affrontare una certa resistenza da parte dell'opinione pubblica.;Forzando a renunciar a los sectores 'desleales' o 'poco confiables' de nuestro ejйrcito, estaremos seguros  que solo los oficiales mбs leales y capaces comandaran nuestras fuerzas armadas. Esto seguramente aumentara la moral de combate, pero causara un gran revuelo en la opiniуn pъblica.;Wenn wir die illoyalen und unzuverlдssigen Elemente aus unserem Offizierskorps entfernen, kцnnen wir sicher sein, das nur die besten Kommandeure unsere Soldaten anfьhren. Dies wird sicherlich die Moral der Truppe heben, wenn es auch einigen Widerstand in der цffentlichen Meinung auslцsen dьrfte.;Poprzez zmuszanie nielojalnych i niegodnych zaufania oficerуw do odejњcia z armii, moїemy zyskaж pewnoњж, їe nasze wojska poprowadz№ najbardziej oddani spoњrуd nich. Z pewnoњci№ ich morale bкdzie wysokie, chociaї musimy siк teї liczyж z oporem opinii publicznej.;;Понуждая наших нелояльных и ненадежных офицеров добровольно уйти в отставку мы будем уверены, что нашими солдатами будут управлять только лучшие и достойные нашего доверия офицеры. Это несомненно увеличит их мораль, даже если нам и придется столкнуться с определенным общественным сопротивлением.  This will surely raise their morale, even if we might face some resistance from the public opinion.;;;X
9000032name;Purge of the Army;Purges dans l'armйe;Purghe dell'Esercito;Purgar el Ejercito;Sдuberung der Armee;Czystka w armii;;Чистка Армии;;;X
9000032text;If the end justifies the means, what will justify the end?;Si la fin justifie les moyens, qui justifiera la fin ?;Se il fine giustifica i mezzi, cosa giustifica il fine?;Si el fin justifica los medios, que justificara el fin?;Der Zweck heiligt die Mittel;Jeњli cel uњwiкca њrodki, jak wytіumaczymy cel?;;Освободим дорогу молодым!;;;X
9000033desc;We can train the officers in our Army thanks to use of war games. The simulations of war will make them discover new tricks and be ready to face setbacks and incident.;Nous pouvons entrainer nos officiers grвce а des jeux de simulation. Les simulations de guerre leur feront dйcouvrir de nouvelles astuces et les rendre prкt а essuyer des revers et faire face aux incidents.;Siamo in grado di formare gli ufficiali del nostro esercito, grazie all'uso di wargames. Le simulazioni di guerra gli faranno scoprire nuovi trucchi e saranno pronti ad affrontare contrattempi e inconvenienti.;Desde el siglo pasado se acostumbra el uso de 'Juegos de Guerra' en el ejйrcito, estas simulaciones permiten a los oficiales pulir sus tйcnicas, descubrir nuevos trucos o debilidades para evitar malos tragos durante maniobras reales.;Wir kцnnen unsere Offiziere mittels Kriegsspielen trainieren. Die Simulationen werden ihnen helfen, neue Wege zu gehen und auch mit Rьckschlдgen besser umgehen zu kцnnen.;Moїemy poprawiж umiejкtnoњci oficerуw w naszej armii poprzez gry wojenne. Te symulacje sytuacji bitewnych pozwol№ im na odkrycie nowych sztuczek i naucz№ ich mierzenia siк z poraїk№ i zaskoczeniem.;;Мы можем повысить навыки наших офицеров, благодаря их участию в военно-штабных играх. Симуляции военных действий позволят им открыть новые приемы и быть готовыми столкнуться с нежелательным ходом событий.;;;X
9000033name;War Games;Kriegsspiel;Wargames;Juegos de GuerraWargames;Kriegsspiele;Gry wojenne;;Военные игры;;;X
9000033text;Yay, let's play Darkest Hour!;Ouaaais, jouons а Darkest Hour !;Yay, giochiamo a Darkest Hour!;Bien, vamos a jugar Darkest Hour!;Au ja, eine Runde Darkest Hour !;Zagrajmy w Darkest Hour!;;Уау, давайте сыграем в Darkest Hour!;;;X
9000034desc;We can start a diplomatic campaign to raise our relations with other countries. Our diplomats will try to make them understand our point of view and our motivations.;Nous pouvons commencer une campagne diplomatique pour avoir de meilleures relations avec les autres pays. Nos diplomates vont essayer de leur faire comprendre notre point de vue et nos motivations.;Siamo in grado di avviare una campagna diplomatica per aumentare le nostre relazioni con altri paesi. I nostri diplomatici cercheranno di far capire loro il nostro punto di vista e le nostre motivazioni.;Podemos iniciar una campaсa diplomбtica para reforzar nuestras relaciones con otros paнses. Nuestros emisarios trataran de exponerles nuestro punto de vista y motivaciones para intentar encontrar puntos en comъn.;Wir kцnnen eine diplomatische Kampagne starten, um die Beziehungen zu anderen Nationen zu verbessern. Unsere Diplomaten werden dabei versuchen, ihnen unsere Sicht der Dinge darzulegen.;Moїemy rozpocz№ж kampaniк dyplomatyczn№, by poprawiж nasze relacje z innymi krajami. Nasi dyplomaci postaraj№ siк, by takїe za granic№ zrozumiano nasze racje i motywacjк.;;Мы можем начать дипломатическую кампанию для улучшения наших отношений с другими странами. Наши дипломаты будут пытаться добиться понимания ими нашей точки зрения и наших мотиваций.;;;X
9000034name;Diplomatic Campaign;Campagne diplomatique;Campagna diplomatica;Ofensiva Diplomatica;Diplomatische Kampagne;Kampania dyplomatyczna;;Дипломатическая кампания;;;X
9000034text;We come in peace!;Nous venons en paix !;Veniamo in pace!;Venimos en Paz!;Wir kommen in Frieden;Przybywamy w pokoju!;;Мы идем с миром!;;;X
9000036name;Generals Dismissed;Des gйnйraux limogйs;Generale ritirato;Generales Despedidos;Generдle entlassen;Generaіowie zdymisjonowani;;Отставка генералов;;;X
9000037desc;War bonds are debt securities issued by a government for the purpose of financing military operations during times of war. War bonds generate capital for the government and make civilians feel involved in their national military. This system is also useful as a means of controlling inflation in such an overstimulated economy by removing money from circulation until hopefully after the war is concluded. At that point, the funds could be liquidated and serve as an stimulus to encourage consumer spending for the economy transitioning to peacetime activity. Exhortations to buy war bonds are often accompanied with appeals to patriotism and conscience. Government-issued war bonds tend to have a yield which is below market value and are often made available in a wide range of denominations to make them affordable to all citizens.;Les emprunts de guerre sont des titres de crйance йmis par un gouvernement dans le but de financer des opйrations militaires en temps de guerre. Les obligations de guerre gйnиrent un capital pour le gouvernement et font que les civils se sentent impliquйs dans leurs forces armйes nationales. Les appels pour acheter des obligations de guerre sont souvent accompagnйs d'appels au patriotisme et а la conscience des citoyens. Йmises par un gouvernement, les obligations de guerre ont tendance а avoir un rendement qui est en dessous de la valeur du marchй et sont souvent mis а disposition dans un large йventail de dйnominations pour les rendre accessibles а tous les citoyens.;Le obbligazioni di guerra sono titoli di debito emessi da un governo per il finanziamento delle operazioni militari in tempo di guerra. obbligazioni di guerra generano un capitale per il governo e fa sentire i civili coinvolti nel lo sforzo bellico nazionale. Questo sistema и utile anche come strumento di controllo dell'inflazione in un'economia sovrastimolata, rimuovendo denaro dalla circolazione fino alla fine della guerra. A quel punto, i fondi potrebbero essere liquidati e servire come stimolo per incoraggiare la spesa dei consumatori, per la transizione all'economia di pace. Esortazioni a comprare obbligazioni di guerra sono spesso accompagnate da appelli al patriottismo e di coscienza. Le obbligazioni di guerra emesse dal governo tendono ad avere una resa che и al di sotto del valore di mercato e spesso sono rese disponibili in una vasta gamma di tagli per renderli accessibili a tutti i cittadini.;Los Bonos son deuda adquirida por el gobierno con el propуsito de financiar operaciones militares durante el estado de Guerra. Los Bonos de Guerra generan capital para el gobierno y hacen a los ciudadanos sentirse involucrados en el esfuerzo de guerra. Este sistema tambiйn es ъtil para controlar la inflaciуn, como en una economнa sobre-estimulada, al remover dinero de circulaciуn despuйs de concluirse la guerra. En ese punto los restantes son liquidados y sirven como estнmulo para favorecer el consumo como mйtodo de reactivar la economнa de preguerra. La propaganda de Bonos va acompaсada casi siempre por consignas de patriotismo o conciencia y van divididos en varias denominaciones, lo que les hace estar al alcance del bolsillo de cualquier ciudadano.;Nationale Kriegsanleihen werden in Kriegszeiten von Regierungen aufgelegt, um die erhцhten Militдrausgaben finanzieren zu kцnnen. Diese Anleihen bringen dem Staat zusдtzliches Geld ein und geben den Bьrgern das Gefьhl, an den Kriegsanstrengungen beteiligt zu sein. Dieses System ist auch im Kampf gegen die Inflation in einer auf voller Kraft laufenden Wirtschaft nьtzlich, indem es groЯe Geldbetrдge aus dem Wдrungskreislauf entfernt. Wenn nach Kriegsende die Anleihen zurьckgezahlt werden, ist das zusдtzliche Kapital hilfreich, den privaten Konsum wieder anzukurbeln und damit der Wirtschaft die Umstellung auf die Friedensproduktion zu erleichtern. Aufrufe zum Kauf von Kriegsanleihen gehen meist einher mit Appellen an patriotische Gefьhle und das Gewissen der Bevцlkerung. Im allgemeinen liegt der Wert der staatlichen Kriegsanleihen unter dem aktuellen Marktwert und ist preislich so gestaffelt, daЯ praktisch jeder Bьrger diese Anleihen auch erwerben kann.;Obligacje wojenne to dіuїne papiery wartoњciowe, emitowane przez rz№d na potrzeby finansowania operaci wojskowych w czasie wojny. Obligacje wojenne generuj№ kapitaі na potrzeby rz№du i pozwalaj№ obywatelom wі№czyж siк jeszcze bardziej w narodowy wysiіek wojenny. Ten system jest rуwnieї przydatny do kontrolowania inflacji w nadmiernie stymulowanej gospodarce, gdyї usuwa pieni№dz z obiegu do czasu zakoсczenia wojny. W tym momencie fundusze mog№ byж upіynnione i uїyte jako stymulator konsumpcji w okresie pokoju. Nawoіywania do zakupu obligacji wojennych s№ czкsto poі№czone z odezwami do patriotyzmu i poczucia obowi№zku. Rz№dowe obligacje maj№ zazwyczaj stosunkowo niskie oprocentowanie, poniїej rynkowej wartoњci, i s№ udostкpniane obywatelom w wielu nominaіach w celu popularyzacji ich wњrуd wszystkich warstw ludnoњci.;;Военные облигации представляют собой долговые ценные бумаги, выпущенные правительством в целях финансирования боевых операций во время войны. Военные займы генерируют капитал для правительства и дают гражданским лицам ощущения участвия в национальных вооруженныъ силах. Они также полезны в качестве средства борьбы с инфляцией в сверхстимулируемых экономиках через вывод денег из обращения до успешного окончания войны. Тогда эти средства могут быть выплачены и будут служитт стимулом для поощрения потребительских расходов при переходе к мирной деятельности. Призывы приобретать военные облигации зачастую сопровождаются возваниями к патриотизму и совести.;;;X
